,,5/29/2021 7:13:44 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 1:13:56 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 7:13:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 1:13:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 7:13:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 7:13:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 7:13:39 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 1:13:39 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 7:13:38 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,Total for 881651431254,,,,,,,,,,,,,,,,,$65.00,,,,,
"881651434506
1305M319FNRMA02
21 P20001",,5/1/2021 12:23:32 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.67,,,$1.25,,,,,
,,5/2/2021 12:20:17 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.00,,,$1.50,,,,,
,,5/3/2021 12:21:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,3.67,,,$2.75,,,,,
,,5/4/2021 6:25:13 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
,,5/4/2021 10:30:34 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 10:51:39 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/5/2021 9:20:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/6/2021 9:20:27 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/7/2021 9:20:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/8/2021 9:20:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/9/2021 9:20:26 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/10/2021 9:20:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/11/2021 9:20:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/11/2021 9:22:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/14/2021 6:20:26 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/15/2021 6:21:23 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/16/2021 6:20:18 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881651434506
1305M319FNRMA02
21 P20001",,5/17/2021 6:20:18 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/18/2021 6:23:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/19/2021 6:20:18 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/20/2021 2:17:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/20/2021 2:21:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/21/2021 3:38:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/21/2021 3:51:38 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/22/2021 3:21:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/23/2021 3:20:20 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/24/2021 3:21:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/25/2021 3:21:30 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/25/2021 7:36:16 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/25/2021 7:50:31 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/26/2021 6:20:20 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/26/2021 6:23:06 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/27/2021 6:21:27 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/28/2021 3:47:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/28/2021 3:50:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/29/2021 3:21:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/30/2021 3:20:28 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/31/2021 3:21:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,Total for 881651434506,,,,,,,,,,,,,,,,,$30.00,,,,,
"881651434579
1305M319FNRMA02
21 P20001",,5/1/2021 1:16:56 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 7:16:57 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 1:16:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 7:16:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:16:57 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 7:17:03 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:16:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 7:18:36 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:16:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:16:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 1:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 7:16:55 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 1:16:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 7:18:15 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 1:17:02 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 1:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881651434579
1305M319FNRMA02
21 P20001",,5/8/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 7:16:57 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 1:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 7:16:53 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 1:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 7:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/11/2021 1:16:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/11/2021 7:18:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/11/2021 1:16:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/11/2021 7:16:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/12/2021 1:16:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/12/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/12/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/12/2021 7:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/13/2021 1:16:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/13/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/13/2021 1:16:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/13/2021 7:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/14/2021 1:16:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/14/2021 7:16:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/14/2021 1:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/14/2021 7:16:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/15/2021 1:16:53 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/15/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/15/2021 1:16:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/15/2021 7:16:44 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/16/2021 1:16:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/16/2021 7:16:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/16/2021 1:16:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/16/2021 7:16:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/17/2021 1:16:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/17/2021 7:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/17/2021 1:16:55 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/17/2021 1:20:23 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/17/2021 7:16:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/18/2021 1:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/18/2021 7:16:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/18/2021 1:16:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/18/2021 7:16:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/19/2021 1:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/19/2021 7:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/19/2021 1:16:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/19/2021 7:16:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/20/2021 1:18:29 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/20/2021 7:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/20/2021 1:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881651434579
1305M319FNRMA02
21 P20001",,5/20/2021 7:16:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/21/2021 1:16:44 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/21/2021 7:16:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/21/2021 1:16:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/21/2021 7:16:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/22/2021 1:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/22/2021 7:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/22/2021 1:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/22/2021 7:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/23/2021 1:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/23/2021 7:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/23/2021 1:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/23/2021 7:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/24/2021 1:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/24/2021 7:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/24/2021 1:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/24/2021 7:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/25/2021 1:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/25/2021 7:16:52 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/25/2021 1:16:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/25/2021 7:16:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/26/2021 1:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/26/2021 7:16:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/26/2021 1:16:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/26/2021 7:16:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/27/2021 1:16:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/27/2021 7:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/27/2021 1:16:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/27/2021 7:16:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/28/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/28/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/28/2021 1:17:04 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/28/2021 7:16:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 1:16:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 7:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 1:16:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/29/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 1:17:00 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 7:16:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 1:16:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/30/2021 7:16:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 1:17:01 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 1:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/31/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,Total for 881651434579,,,,,,,,,,,,,,,,,$63.00,,,,,
"881651434624
1305M319FNRMA02
21 P20001",,5/1/2021 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 7:09:56 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 1:10:09 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 7:12:12 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:10:09 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881651434624
1305M319FNRMA02
21 P20001",,5/2/2021 7:11:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:13:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 7:09:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:09:59 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:09:58 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:09:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:10:09 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 1:10:07 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
